case_id,id_unico,declaracion,serie,query,nandina_ref,partida_ref,sub_partida_ref,clase_ref,reference_code_in_corpus,rank_ref,position_bucket,coverage_class,retrieved_count,top1_code,top1_score,mrr_at_100_contribution,mrr_at_200_contribution,method,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_100,hit_recall_200,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200
DA-EVAL-V02-00107,118-2026-10-010823-00-1,,,"M1,MARCA:JETOUR,MODELO:X50,VE:1.5T 4X2 6DCT LIMITED,AÑO MOD:2026 CH:LVTDB21B2TDB28083,VI:LVTDB21B2TDB28083,MO:SQRE4T15CFSSJ60025,CC:1498,NC:4,CO:GASOLINA,S CA:SUV,MC:JTU,PM:108.00@5500,AS:5,EJ:2,PA:4,FR:4X2,TT:AUT,C1:NEGRO PB:1785,PN:1485,CU:300,LA:4397,AN:1841,AL:1654,NR:4,AR1:18/7,N1:215/55R18,DE:2601 TE:CHI,AC:ACD,BSA,EEL,PEL,TCI,KILOMETRAJE:30, JETOUR BRAND VEHICLES,SD:INDEP DE TIPO MCPHE",87032290,8703,870322,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.46825236082077026,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00108,118-2026-10-016753-00-12,,,"L7,MARCA:JUNENG,MODELO:ST200-6,AÑO MOD:2025 CH:H0BSCKL35SH003173,VI:H0BSCKL35SH003173,MO:JN1P63QMK25080080,CC:200,NC:1,CO:GASOLINA,SNT CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:VERDE PB:225,PN:195,CU:30 C2:ANARANJADO,SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,171,101-200,reference_recovered_101_200,200,91019100,0.5327001810073853,0.0,0.005847953216374269,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
DA-EVAL-V02-00109,118-2026-10-016753-00-13,,,"L7,MARCA:JUNENG,MODELO:ST250-7,AÑO MOD:2025 CH:H0BSELL33SH003172,VI:H0BSELL33SH003172,MO:167MMRG083464,CC:200,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:ROJO PB:215,PN:180,CU:35 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,91029100,0.5168813467025757,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00110,118-2026-10-016753-00-14,,,"L7,MARCA:JUNENG,MODELO:ST250-8,AÑO MOD:2025 CH:H0BSCLL31SH003171,VI:H0BSCLL31SH003171,MO:JN1P70YMM25081866,CC:250,NC:1,CO:GASOLINA,SNT CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:NEGRO PB:245,PN:230,CU:15 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,175,101-200,reference_recovered_101_200,200,91031000,0.5390968918800354,0.0,0.005714285714285714,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
DA-EVAL-V02-00111,118-2026-10-016753-00-15,,,"L7,MARCA:JINLONG,MODELO:ST125-3,AÑO MOD:2025 CH:H0BSDFL27SH003174,VI:H0BSDFL27SH003174,MO:154FMI25061439,CC:200,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:AZUL PB:225,PN:195,CU:30 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,120,101-200,reference_recovered_101_200,200,91019100,0.5215040445327759,0.0,0.008333333333333333,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
DA-EVAL-V02-00112,118-2026-10-016934-00-1,,,"M1,MARCA:VOLKSWAGEN,MODELO:TIGUAN,VE:TIGUAN LIFE 250TSI,,AÑO MOD:2026 CA:SUV,C1:GRIS PLATINO,CO:GASOLINA,SN:0 NC:4,CC:1395, CH:3VVLP6RM2TM010002, VI:3VVLP6RM2TM010002, MO:DJK345463 AS:5,EJ:2,FR:4X2,TT:AUT,PA:4,PM:110@6000,PB:2110,PN:1570,CU:540 LA:4670,AN:1866,AL:1665,,NR:4,AR1:18/7,N1:235/55R18,DE:2791,",87032290,8703,870322,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,71039120,0.4739660620689392,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00113,118-2026-10-016934-00-2,,,"M1,MARCA:VOLKSWAGEN,MODELO:TIGUAN,VE:TIGUAN LIFE 250TSI,,AÑO MOD:2026 CA:SUV,C1:PLATA RURAL,CO:GASOLINA,SN:0 NC:4,CC:1395, CH:3VVLP6RM0TM010662, VI:3VVLP6RM0TM010662, MO:DJK348208 AS:5,EJ:2,FR:4X2,TT:AUT,PA:4,PM:110@6000,PB:2110,PN:1570,CU:540 LA:4670,AN:1866,AL:1665,,NR:4,AR1:18/7,N1:235/55R18,DE:2791,",87032290,8703,870322,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.4748678207397461,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00114,118-2026-10-017029-00-1,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL28SJ100031,VI:,MO:152FMH25J11162,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00115,118-2026-10-017029-00-10,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL29SJ100040,VI:,MO:152FMH25J11161,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7; INCLUYE ACCESORIOS TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,91091000,0.47822439670562744,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00116,118-2026-10-017029-00-2,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL2XSJ100032,VI:,MO:152FMH25J11163,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00117,118-2026-10-017029-00-3,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL21SJ100033,VI:,MO:152FMH25J11156,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00118,118-2026-10-017029-00-4,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL23SJ100034,VI:,MO:152FMH25J11159,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00119,118-2026-10-017029-00-5,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL25SJ100035,VI:,MO:152FMH25J11160,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00120,118-2026-10-017029-00-6,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL27SJ100036,VI:,MO:152FMH25J11165,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00121,118-2026-10-017029-00-7,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL29SJ100037,VI:,MO:152FMH25J11164,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00122,118-2026-10-017029-00-8,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL20SJ100038,VI:,MO:152FMH25J11158,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00123,118-2026-10-017029-00-9,,,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL22SJ100039,VI:,MO:152FMH25J11157,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5092290043830872,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00124,118-2026-10-017375-00-34,,,"CAPOT, S/M, S/M HOOD CAPOT SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082910,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6462054252624512,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00125,118-2026-10-017375-00-35,,,"PARACHOQUE DELANTERO Y POSTERIOR, S/M, S/M FRONT AND REAR BUMPERS PARACHOQUE DELANTERO Y POSTERIOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87081000,8708,870810,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.666001558303833,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00126,118-2026-10-017375-00-36,,,"PUERTAS DE AUTO, SET DE 4 UNT, S/M, S/M CAR DOORS, SET OF 4 UNITS PUERTAS DE AUTO, SET DE 4 UNT SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.595557689666748,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DA-EVAL-V02-00127,118-2026-10-017375-00-37,,,"COMPUERTA MALETERA POSTERIOR, S/M, S/M REAR TRUNK DOOR COMPUERTA MALETERA POSTERIOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6514221429824829,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00128,118-2026-10-017375-00-38,,,"TRICO COMPLETO MOTOR Y BRAZOS, S/M, S/M COMPLETE TRICO ENGINE AND ARMS TRICO COMPLETO MOTOR Y BRAZOS SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7043768763542175,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00129,118-2026-10-017375-00-39,,,"MASCARA DELANTERA, S/M, S/M FRONT MASK MASCARA DELANTERA SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089919,8708,870899,87,True,79,51-100,reference_recovered_top_100,200,29024200,0.6575599908828735,0.012658227848101266,0.012658227848101266,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
DA-EVAL-V02-00130,118-2026-10-017375-00-40,,,"FRENTE CORTADA, S/M, S/M CUT FRONT FRENTE CORTADA SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082990,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6424946784973145,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00131,118-2026-10-017375-00-41,,,"RADIADOR COMPLETO, S/M, S/M COMPLETE RADIATOR RADIADOR COMPLETO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089100,8708,870891,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6508613228797913,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00132,118-2026-10-017375-00-42,,,"EJE POSTERIOR, S/M, S/M POSTERIOR AXIS EJE POSTERIOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87085011,8708,870850,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6508613228797913,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00133,118-2026-10-017375-00-45,,,"SUSPENSIÓN DELANTERA, S/M, S/M FRONT SUSPENSION SUSPENSIÓN DELANTERA SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87088020,8708,870880,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6575599908828735,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00134,118-2026-10-017375-00-48,,,"CHAPA DE PUERTA SET 4, S/M, S/M DOOR LOCK SET 4 CHAPA DE PUERTA SET 4 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.580731987953186,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DA-EVAL-V02-00135,118-2026-10-017375-00-49,,,"ASA EXTERIOR DE PUERTA SET 4, S/M, S/M EXTERIOR DOOR HANDLE SET OF 4 ASA EXTERIOR DE PUERTA SET 4 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5860155820846558,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00136,118-2026-10-017375-00-53,,,"PLASTICO DE MOTOR SET 4, S/M, S/M ENGINE PLASTIC SET 4 PLASTICO DE MOTOR SET 4 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082990,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.5904780626296997,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00137,118-2026-10-017375-00-54,,,"CREMALLERA DE PUERTA SET 4, S/M, S/M DOOR ZIPPER SET 4 CREMALLERA DE PUERTA SET 4 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6091716289520264,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00138,118-2026-10-017375-00-57,,,"GUARDAFANGO, S/M, S/M FENDER GUARDAFANGO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6476891040802002,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00139,118-2026-10-017375-00-61,,,"BOMBA DE FRENO, S/M, S/M BRAKE PUMP BOMBA DE FRENO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87083029,8708,870830,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6740344762802124,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00140,118-2026-10-017375-00-62,,,"ANCLAJE CINTURON SEGURIDAD SET 4, S/M, S/M SAFETY BELT ANCHOR SET 4 ANCLAJE CINTURON SEGURIDAD SET 4 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082100,8708,870821,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6206291913986206,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00141,118-2026-10-017375-00-64,,,"PALANCA DE CAMBIO, S/M, S/M GEAR SHIFT LEVER PALANCA DE CAMBIO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87083029,8708,870830,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6858491897583008,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00142,118-2026-10-017375-00-65,,,"MULTIPLE DE ESCAPE, S/M, S/M EXHAUST MANIFOLD MULTIPLE DE ESCAPE SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089200,8708,870892,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6532750129699707,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00143,118-2026-10-017375-00-66,,,"TIMON COMPLETO, S/M, S/M COMPLETE HELM TIMON COMPLETO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089400,8708,870894,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6508613228797913,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00144,118-2026-10-017375-00-67,,,"DISTRIBUIDOR, S/M, S/M DISTRIBUTOR DISTRIBUIDOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6476891040802002,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DA-EVAL-V02-00145,118-2026-10-017375-00-68,,,"TAPASOL SET 2, S/M, S/M SUNSHADE SET 2 TAPASOL SET 2 SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.633161723613739,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
DA-EVAL-V02-00146,118-2026-10-017375-00-71,,,"TABLERO COMPLETO, S/M, S/M COMPLETE BOARD TABLERO COMPLETO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.639634370803833,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DA-EVAL-V02-00147,118-2026-10-017375-00-72,,,"PARRILLA DE TECHO, S/M, S/M ROOF GRILL PARRILLA DE TECHO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6632238626480103,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00148,118-2026-10-017375-00-73,,,"MULTIPLE DE ADMISION, S/M, S/M INTAKE MANIFOLD MULTIPLE DE ADMISION SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089200,8708,870892,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6532750129699707,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
