case_id,id_unico,nandina_ref,rank_ref,retrieved_count,top1_code,top1_score,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_100,mrr_at_100_contribution,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,hit_recall_200,mrr_at_200_contribution,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200
DA-EVAL-V02-00153,118-2026-10-017375-00-79,87083029,0,200,30024990,0.6947940587997437,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00154,118-2026-10-017375-00-80,87082990,0,200,84185000,0.7268900275230408,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00155,118-2026-10-017375-00-81,87082920,0,200,84185000,0.7555978298187256,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00156,118-2026-10-017375-00-84,87082100,0,200,84185000,0.7470843195915222,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00157,118-2026-10-017375-00-85,87089999,157,200,29072300,0.7272796630859375,0,0,0,0,0,0,0.0,0,0,1,1,1,0.006369426751592357,1,1,1,1
DA-EVAL-V02-00158,118-2026-10-017375-00-86,87085011,0,200,03063692,0.7917008399963379,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00159,118-2026-10-017375-00-87,87089999,13,200,39269030,0.7877892255783081,0,0,0,0,1,1,0.07692307692307693,1,1,1,1,1,0.07692307692307693,1,1,1,1
DA-EVAL-V02-00160,118-2026-10-017375-00-89,87082990,0,200,03063692,0.7914228439331055,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00161,118-2026-10-017375-00-90,87082990,0,200,39269030,0.769359827041626,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00162,118-2026-10-017375-00-91,87089999,13,200,30024990,0.7323846220970154,0,0,0,0,1,1,0.07692307692307693,1,1,1,1,1,0.07692307692307693,1,1,1,1
DA-EVAL-V02-00163,118-2026-10-017375-00-92,87089200,0,200,39269030,0.7877892255783081,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00164,118-2026-10-017375-00-93,87089939,0,200,39269030,0.7677103281021118,0,0,0,0,0,0,0.0,0,1,1,1,0,0.0,0,1,1,1
DA-EVAL-V02-00165,118-2026-10-017375-00-94,87089400,0,200,30024990,0.7323845624923706,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00166,118-2026-10-017375-00-96,87087010,0,200,39269030,0.7877892255783081,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00167,118-2026-10-017375-00-97,87089999,12,200,29214500,0.6723533272743225,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00168,118-2026-10-017759-00-1,87032310,0,200,56039300,0.5668318271636963,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00169,118-2026-10-019265-00-1,87032290,0,200,29225030,0.5624922513961792,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00170,118-2026-10-019844-00-1,87032290,0,200,78041100,0.5975102186203003,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0,1,1
DA-EVAL-V02-00171,118-2026-10-019925-00-1,87032290,0,200,29225030,0.5916414260864258,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00172,118-2026-10-019989-00-1,87032290,0,200,78041100,0.5975102186203003,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0,1,1
DA-EVAL-V02-00173,118-2026-10-020425-00-1,87032290,0,200,44119300,0.5736134052276611,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00174,118-2026-10-021719-00-1,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00175,118-2026-10-021719-00-10,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00176,118-2026-10-021719-00-11,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00177,118-2026-10-021719-00-12,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00178,118-2026-10-021719-00-13,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00179,118-2026-10-021719-00-14,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00180,118-2026-10-021719-00-15,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00181,118-2026-10-021719-00-16,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00182,118-2026-10-021719-00-17,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00183,118-2026-10-021719-00-18,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00184,118-2026-10-021719-00-19,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00185,118-2026-10-021719-00-2,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00186,118-2026-10-021719-00-20,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00187,118-2026-10-021719-00-21,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00188,118-2026-10-021719-00-22,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00189,118-2026-10-021719-00-23,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00190,118-2026-10-021719-00-24,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00191,118-2026-10-021719-00-25,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00192,118-2026-10-021719-00-26,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00193,118-2026-10-021719-00-27,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00194,118-2026-10-021719-00-28,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00195,118-2026-10-021719-00-29,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00196,118-2026-10-021719-00-3,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00197,118-2026-10-021719-00-30,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00198,118-2026-10-021719-00-31,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00199,118-2026-10-021719-00-32,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00200,118-2026-10-021719-00-33,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00201,118-2026-10-021719-00-34,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00202,118-2026-10-021719-00-35,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00203,118-2026-10-021719-00-36,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00204,118-2026-10-021719-00-37,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00205,118-2026-10-021719-00-38,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00206,118-2026-10-021719-00-39,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00207,118-2026-10-021719-00-4,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00208,118-2026-10-021719-00-40,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00209,118-2026-10-021719-00-41,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00210,118-2026-10-021719-00-42,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00211,118-2026-10-021719-00-43,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00212,118-2026-10-021719-00-44,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00213,118-2026-10-021719-00-45,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00214,118-2026-10-021719-00-46,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00215,118-2026-10-021719-00-47,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00216,118-2026-10-021719-00-48,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00217,118-2026-10-021719-00-49,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00218,118-2026-10-021719-00-5,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00219,118-2026-10-021719-00-50,87032100,16,200,56039300,0.5824800133705139,0,0,0,0,1,1,0.0625,1,1,1,1,1,0.0625,1,1,1,1
DA-EVAL-V02-00220,118-2026-10-021719-00-51,87087010,0,200,86063000,0.6557077169418335,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00221,118-2026-10-021719-00-52,87087010,0,200,30049030,0.7440556287765503,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00222,118-2026-10-021719-00-53,87087010,0,200,86063000,0.6817953586578369,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00223,118-2026-10-021719-00-54,87087010,0,200,30049030,0.7258734703063965,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00224,118-2026-10-021719-00-55,87087010,0,200,82122000,0.6488921642303467,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00225,118-2026-10-021719-00-56,87087010,0,200,30049030,0.7304893732070923,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00226,118-2026-10-021719-00-57,87087010,0,200,41012000,0.6376727819442749,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00227,118-2026-10-021719-00-58,87087010,0,200,30049030,0.7359142303466797,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00228,118-2026-10-021719-00-6,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00229,118-2026-10-021719-00-7,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00230,118-2026-10-021719-00-8,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00231,118-2026-10-021719-00-9,87032100,12,200,56039300,0.5741546154022217,0,0,0,0,1,1,0.08333333333333333,1,1,1,1,1,0.08333333333333333,1,1,1,1
DA-EVAL-V02-00232,118-2026-10-025850-00-16,87088020,0,200,03063692,0.8157322406768799,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00233,118-2026-10-025850-00-17,87088020,0,200,03063692,0.8104159832000732,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00234,118-2026-10-025850-00-18,87088020,0,200,03063692,0.7875244617462158,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00235,118-2026-10-025850-00-19,87088020,0,200,03063692,0.8201643228530884,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00236,118-2026-10-025850-00-2,87089999,53,200,03063692,0.7298051118850708,0,0,0,0,0,1,0.018867924528301886,1,1,1,1,1,0.018867924528301886,1,1,1,1
DA-EVAL-V02-00237,118-2026-10-025850-00-20,87088020,0,200,03063692,0.8201643228530884,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00238,118-2026-10-025850-00-21,87088020,0,200,01061319,0.7676190137863159,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00239,118-2026-10-025850-00-27,87082100,0,200,30049030,0.7688679695129395,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00240,118-2026-10-025850-00-28,87089999,18,200,29211949,0.7593111991882324,0,0,0,0,1,1,0.05555555555555555,1,1,1,1,1,0.05555555555555555,1,1,1,1
DA-EVAL-V02-00241,118-2026-10-025850-00-29,87089999,14,200,03063692,0.7877286672592163,0,0,0,0,1,1,0.07142857142857142,1,1,1,1,1,0.07142857142857142,1,1,1,1
DA-EVAL-V02-00242,118-2026-10-025850-00-3,87089999,40,200,03063692,0.6961830854415894,0,0,0,0,1,1,0.025,1,1,1,1,1,0.025,1,1,1,1
DA-EVAL-V02-00243,118-2026-10-025850-00-30,87089999,44,200,30043919,0.7815808057785034,0,0,0,0,1,1,0.022727272727272728,1,1,1,1,1,0.022727272727272728,1,1,1,1
DA-EVAL-V02-00244,118-2026-10-025850-00-4,87089999,29,200,03063692,0.7221361398696899,0,0,0,0,1,1,0.034482758620689655,1,1,1,1,1,0.034482758620689655,1,1,1,1
DA-EVAL-V02-00245,118-2026-10-025850-00-5,87089999,56,200,38089419,0.756503164768219,0,0,0,0,0,1,0.017857142857142856,1,1,1,1,1,0.017857142857142856,1,1,1,1
DA-EVAL-V02-00246,118-2026-10-027647-00-1,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00247,118-2026-10-027647-00-2,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00248,118-2026-10-027647-00-3,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00249,118-2026-10-027647-00-4,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00250,118-2026-10-027647-00-5,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00251,118-2026-10-027647-00-6,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00252,118-2026-10-027647-00-7,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00253,118-2026-10-027647-00-8,87032290,0,200,85372000,0.5838607549667358,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00254,118-2026-10-027907-00-1,87082910,0,200,71022900,0.6763123273849487,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00255,118-2026-10-027907-00-10,87082910,0,200,71022900,0.6750204563140869,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00256,118-2026-10-027907-00-11,87082910,0,200,70042000,0.7080180644989014,0,0,0,0,0,0,0.0,0,1,1,1,0,0.0,0,1,1,1
DA-EVAL-V02-00257,118-2026-10-027907-00-12,87082910,0,200,84185000,0.7165638208389282,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00258,118-2026-10-027907-00-16,87082910,0,200,84185000,0.66971355676651,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00259,118-2026-10-027907-00-17,87082910,0,200,71039990,0.6681579351425171,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00260,118-2026-10-027907-00-18,87082910,0,200,84185000,0.6514411568641663,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00261,118-2026-10-027907-00-19,87082910,0,200,71039990,0.6727336645126343,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00262,118-2026-10-027907-00-2,87082910,0,200,71039990,0.6845948696136475,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00263,118-2026-10-027907-00-20,87082910,0,200,71039990,0.6727336645126343,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00264,118-2026-10-027907-00-21,87082910,0,200,71039990,0.6681579351425171,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00265,118-2026-10-027907-00-22,87082910,0,200,84185000,0.6514411568641663,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00266,118-2026-10-027907-00-23,87082910,0,200,71039990,0.6681579351425171,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00267,118-2026-10-027907-00-24,87082910,0,200,71022900,0.726996123790741,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00268,118-2026-10-027907-00-25,87082910,0,200,71023900,0.6757125854492188,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00269,118-2026-10-027907-00-26,87082910,0,200,71023900,0.6781010031700134,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00270,118-2026-10-027907-00-27,87082910,0,200,84185000,0.6667457222938538,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00271,118-2026-10-027907-00-28,87082910,0,200,71022900,0.6763123273849487,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00272,118-2026-10-027907-00-29,87082910,0,200,71023900,0.6825074553489685,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00273,118-2026-10-027907-00-36,87082910,0,200,71022900,0.6763123273849487,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00274,118-2026-10-027907-00-38,87082910,0,200,71039990,0.7216410040855408,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00275,118-2026-10-027907-00-39,87082910,0,200,84185000,0.6667457222938538,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00276,118-2026-10-027907-00-40,87082910,0,200,84185000,0.7157249450683594,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00277,118-2026-10-027907-00-41,87082910,0,200,84185000,0.67535799741745,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00278,118-2026-10-027907-00-42,87082910,0,200,84185000,0.6667457222938538,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00279,118-2026-10-027907-00-43,87082910,0,200,71022900,0.6763123273849487,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00280,118-2026-10-027907-00-5,87082910,0,200,71022900,0.6609748005867004,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00281,118-2026-10-027907-00-6,87082910,0,200,71022900,0.6752939820289612,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00282,118-2026-10-027907-00-7,87082910,0,200,71022900,0.6763123273849487,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00283,118-2026-10-027907-00-9,87082910,0,200,72253000,0.6682447791099548,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1
DA-EVAL-V02-00284,118-2026-10-028002-00-1,87038090,0,200,84158230,0.6299030780792236,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00285,118-2026-10-028016-00-1,87038090,0,200,56039200,0.61006760597229,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0,1,1
DA-EVAL-V02-00286,118-2026-10-029955-00-1,87032290,0,200,56039300,0.5719426870346069,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00287,118-2026-10-031666-00-1,87032310,0,200,56039300,0.6007084846496582,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00288,118-2026-10-032097-00-10,87081000,0,200,03031200,0.8224154710769653,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00289,118-2026-10-032097-00-11,87081000,0,200,03031200,0.8482694625854492,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00290,118-2026-10-032097-00-117,87082930,0,200,34053000,0.6356886625289917,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00291,118-2026-10-032097-00-118,87082920,0,200,44032400,0.6845442652702332,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00292,118-2026-10-032097-00-119,87082920,0,200,09042110,0.6530680656433105,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00293,118-2026-10-032097-00-122,87081000,0,200,12099110,0.7975567579269409,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00294,118-2026-10-032097-00-123,87081000,0,200,09042110,0.6530680656433105,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00295,118-2026-10-032097-00-124,87082920,0,200,36050000,0.6393457651138306,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00296,118-2026-10-032097-00-125,87082920,0,200,36050000,0.6893259286880493,0,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,0,1,1
DA-EVAL-V02-00297,118-2026-10-032097-00-126,87082920,0,200,84715000,0.6617776155471802,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00298,118-2026-10-032097-00-127,87082920,0,200,36050000,0.6170152425765991,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00299,118-2026-10-032097-00-128,87082930,0,200,71022900,0.6035245656967163,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00300,118-2026-10-032097-00-131,87082920,0,200,29037100,0.6453167200088501,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00301,118-2026-10-032097-00-132,87082920,0,200,29037100,0.6841161251068115,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00302,118-2026-10-032097-00-133,87082920,0,200,38089419,0.5691999793052673,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00303,118-2026-10-032097-00-14,87089100,0,200,44032400,0.6935039758682251,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00304,118-2026-10-032097-00-15,87082930,0,200,49100000,0.6742565631866455,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00305,118-2026-10-032097-00-22,87082930,0,200,71022900,0.615085244178772,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
