case_id,descripcion,nandina_ref,regimen,fuente_url,fecha_consulta,capitulo,partida,origen_caso,observaciones
SUNAT-0116,"JGTE VARITA LUZ Y SONIDO, S/M, 143-29 CODIGO:143-29,COMPOSICION:PLÁSTICO DIMENSIONES:091.00cmX016.00cmX000.00cm TIPO:JGTE VARITA LUZ Y SO,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JGTE VARITA LUZ Y S FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑA,PRESENTA:BLISTER,JGTE VARITA LUZ Y SO",95030099,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,"hoja=Hoja1; serie=29; fila_inicio=1413; fila_fin=1424; descripcion_partida=DEMAS JUGUETES;MODELOS REDUCIDOS,SIMILARES,D'ENTRETENIMIENTO"
SUNAT-0117,"JUGUETE MINI MUÑECA CON ALA, S/M, 399-59 CODIGO:399-59,COMPOSICION:PLÁSTICO DIMENSIONES:091.00cmX016.00cmX000.00cm TIPO:JUGUETE MINI MUÑECA,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JUGUETE MINI MUÑECA FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑA,PRESENTA:BLISTER,JUGUETE MINI MUÑECA",95030022,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,"hoja=Hoja1; serie=30; fila_inicio=1425; fila_fin=1436; descripcion_partida=- - Muñecas o muñecos, incluso vestidos"
SUNAT-0118,"JGTE SIRENA EN BLISTER, SIR, S/M, 02015A CODIGO:02015A,COMPOSICION:PLÁSTICO DIMENSIONES:024.50cmX012.50cmX003.50cm TIPO:JGTE SIRENA EN BLIST,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JGTE SIRENA EN BLIS FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑA,PRESENTA:BLISTER,4 PZAS,JGTE SIRENA E",95030093,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,hoja=Hoja1; serie=31; fila_inicio=1437; fila_fin=1448; descripcion_partida=- - Que representen animales o seres no humanos
SUNAT-0119,"JUGUETE SET DE MUÑECAS HADA, S/M, YS8806 CODIGO:YS8806,COMPOSICION:PLÁSTICO DIMENSIONES:072.00cmX018.00cmX008.00cm TIPO:JUGUETE SET DE MUÑEC,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JUGUETE SET DE MUÑE FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑA,PRESENTA:BLISTER,4 PZAS,JUGUETE SET D",95030022,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,"hoja=Hoja1; serie=32; fila_inicio=1449; fila_fin=1460; descripcion_partida=- - Muñecas o muñecos, incluso vestidos"
SUNAT-0120,"JGTE MASA DE MOLDEAR, S/M, AR-13 CODIGO:AR-13,COMPOSICION:PLÁSTICO DIMENSIONES:020.00cmX014.50cmX012.00cm TIPO:JGTE MASA DE MOLDEAR,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JGTE MASA DE MOLDEA FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑO/NIÑA,PRESENTA:BOLSA,12 PZAS,JGTE MASA",95030099,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,"hoja=Hoja1; serie=33; fila_inicio=1461; fila_fin=1472; descripcion_partida=DEMAS JUGUETES;MODELOS REDUCIDOS,SIMILARES,D'ENTRETENIMIENTO"
SUNAT-0121,"JGTE SET DE COCINA, S/M, 6140 CODIGO:6140,COMPOSICION:PLÁSTICO DIMENSIONES:021.50cmX010.50cmX010.50cm TIPO:JGTE SET DE COCINA,FUNCIONES:CON 2 O MAS ACTIVIDADES,ACCESORIOS:JGTE SET DE COCINA FUENTE DE MOVI:SIN FUENTE DE MOVIMIENTO,USUARIO:NIÑA,PRESENTA:BLISTER,9 PZAS,JGTE SET DE C SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",95030095,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,95,9503,SUNAT_ADUANET,hoja=Hoja1; serie=34; fila_inicio=1473; fila_fin=1492; descripcion_partida=- - Presentados en juegos o surtidos o en panoplias
SUNAT-0122,"PAÑO DE LIMPIEZA,FIBERTEX,S/M, TIPO TELA:TEJIDO DE PUNTO,COMPOSIC.:80% POLIESTER, 20% POLIAMIDA, GRADO ELABORAC.:TENIDO CONSTRUCCION:UNA CARA,SIN RELLENO, MEDIDA:45X72CM,USO:LIMPIEZA",63071000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6307,SUNAT_ADUANET,"hoja=Hoja1; serie=1; fila_inicio=1493; fila_fin=1504; descripcion_partida=BAYETAS, FRANELAS Y ARTICULOS SIMILARES PARA LIMPIEZA"
SUNAT-0123,"PAÑO DE LIMPIEZA,FIBERTEX,S/M, TIPO TELA:TEJIDO DE PUNTO,COMPOSIC.:80% POLIESTER, 20% POLIAMIDA, GRADO ELABORAC.:TENIDO CONSTRUCCION:UNA CARA,SIN RELLENO, MEDIDA:38X40CM,USO:LIMPIEZA SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",63071000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,63,6307,SUNAT_ADUANET,"hoja=Hoja1; serie=2; fila_inicio=1505; fila_fin=1524; descripcion_partida=BAYETAS, FRANELAS Y ARTICULOS SIMILARES PARA LIMPIEZA"
SUNAT-0124,"MEDIA ANTIDESLIZANTE, EUREKA, S/M, TIPO DE TELA: TEJIDO DE PUNTO COMP:97% POLIÉSTER,3% POLIURETANO (ELASTÓMERO O SPANDEX) GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: LAVADO SIN APLICACIONES; MEDIDA:CAÑA 4.5 CM;USO:UNISEX;LARGO PLANTA 15.5 CM",61159600,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,61,6115,SUNAT_ADUANET,hoja=Hoja1; serie=1; fila_inicio=1525; fila_fin=1536; descripcion_partida=- - De fibras sintéticas
SUNAT-0125,"MEDIA ANTIDESLIZANTE, EUREKA, S/M, TIPO DE TELA: TEJIDO DE PUNTO COMP:97% POLIÉSTER,3% POLIURETANO (ELASTÓMERO O SPANDEX) GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: LAVADO SIN APLICACIONES; MEDIDA:CAÑA 5.0 CM;USO:UNISEX",61159600,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,61,6115,SUNAT_ADUANET,hoja=Hoja1; serie=2; fila_inicio=1537; fila_fin=1548; descripcion_partida=- - De fibras sintéticas
SUNAT-0126,"MEDIA ANTIDESLIZANTE, EUREKA, S/M, TIPO DE TELA: TEJIDO DE PUNTO COMP:97% POLIÉSTER,3% POLIURETANO (ELASTÓMERO O SPANDEX) GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: LAVADO SIN APLICACIONES; MEDIDA:CAÑA 8.0 CM;USO:UNISEX",61159600,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,61,6115,SUNAT_ADUANET,hoja=Hoja1; serie=3; fila_inicio=1549; fila_fin=1560; descripcion_partida=- - De fibras sintéticas
SUNAT-0131,"MEDIA ANTIDESLIZANTE, EUREKA, S/M, TIPO DE TELA: TEJIDO DE PUNTO COMP:97% POLIÉSTER,3% POLIURETANO (ELASTÓMERO O SPANDEX) GRADO ELABORACION: HILADOS DE DISTINTOS COLORES; ACABADO: LAVADO SIN APLICACIONES; MEDIDA:CAÑA 6.0 CM;USO:UNISEX SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",61159600,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,61,6115,SUNAT_ADUANET,hoja=Hoja1; serie=8; fila_inicio=1609; fila_fin=1628; descripcion_partida=- - De fibras sintéticas
SUNAT-0132,"TIC TAC SET, S/M, S/M SF 2550 TIC TAC SET TIC TAC MINI DE METAL SET X 5 PAR ARTICULOS PARA EL CABELLO",96151900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9615,SUNAT_ADUANET,"hoja=Hoja1; serie=1; fila_inicio=1629; fila_fin=1640; descripcion_partida=DEMAS PEINES, PEINETAS, PASADORES Y ARTICULOS SIMILARES"
SUNAT-0133,"GANCHO, S/M, S/M SF 2545-2548. GANCHO Set de 12 pcs GANCHO DE METAL TIPO TRABA C/ VIDRIO ARTICULOS PARA EL CABELLO",96151900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9615,SUNAT_ADUANET,"hoja=Hoja1; serie=2; fila_inicio=1641; fila_fin=1652; descripcion_partida=DEMAS PEINES, PEINETAS, PASADORES Y ARTICULOS SIMILARES"
SUNAT-0134,"ARETE SET, S/M, S/M SF 2537-2540. material plastico set de 10 pares MINI ARETE DE PLASTICO TIPO BOLITAS SET X 10PAR ARTICULOS DE BISUTERIA",71179000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,71,7117,SUNAT_ADUANET,hoja=Hoja1; serie=3; fila_inicio=1653; fila_fin=1664; descripcion_partida=DEMAS BISUTERIA
SUNAT-0135,"ARETE SET, S/M, S/M SF 2542-2544. ARETE SET MINI ARETE DE PLASTICO TIPO BOLITAS SET X 15 PAR ARTICULOS DE BISUTERIA",71179000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,71,7117,SUNAT_ADUANET,hoja=Hoja1; serie=4; fila_inicio=1665; fila_fin=1676; descripcion_partida=DEMAS BISUTERIA
SUNAT-0136,"LIGA SET, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: TEÑIDO; ACABADO: LAVADO GRAMAJE:40 G/M2 SIN APLICACIONES;SF 2509,2522. MEDIDA:BAG X 72 PCS;USO:ARTICULOS PARA EL CABELLO;LIGAS DE POLYESTER BAG X 72 PCS",62171000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6217,SUNAT_ADUANET,hoja=Hoja1; serie=5; fila_inicio=1677; fila_fin=1688; descripcion_partida=DEMAS COMPLEMENTOS DE VESTIR EXCEPTO PARTIDA 6212
SUNAT-0137,"LIGA SET, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: TEÑIDO; ACABADO: LAVADO GRAMAJE:40 G/M2 SIN APLICACIONES;SF 2508. MEDIDA:BAG X 120 PAR;USO:ARTICULOS PARA EL CABELLO;LIGAS DE POLYESTER BAG X 120 PAR",62171000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6217,SUNAT_ADUANET,hoja=Hoja1; serie=6; fila_inicio=1689; fila_fin=1700; descripcion_partida=DEMAS COMPLEMENTOS DE VESTIR EXCEPTO PARTIDA 6212
SUNAT-0138,"MOÑERO SET, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: TEÑIDO; ACABADO: LAVADO GRAMAJE:40 G/M2 SIN APLICACIONES;SF 2505-2507. MEDIDA:bolsa de 12 pcs;USO:ARTICULOS PARA EL CABELLO;MOÑERO DE POLYESTER SET X 12 PCS",62171000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6217,SUNAT_ADUANET,hoja=Hoja1; serie=7; fila_inicio=1701; fila_fin=1712; descripcion_partida=DEMAS COMPLEMENTOS DE VESTIR EXCEPTO PARTIDA 6212
SUNAT-0139,"SUJETADOR SET, S/M, S/M SF 2502-2504. SUJETADOR SET GANCHO PLASTICO TIPO PEINECILLO SET X 12 PCS MED: 8*6CM ARTICULOS PARA EL CABELLO",96151100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9615,SUNAT_ADUANET,hoja=Hoja1; serie=8; fila_inicio=1713; fila_fin=1724; descripcion_partida=DE CAUCHO ENDURECIDO O DE PLASTICO
SUNAT-0140,"CLIP, S/M, S/M SF 2523-2528. CLIP CLIP DE PLASTICO DISEÑOS Y COLORES VARIADOS ARTICULOS PARA EL CABELLO",96151100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9615,SUNAT_ADUANET,hoja=Hoja1; serie=9; fila_inicio=1725; fila_fin=1736; descripcion_partida=DE CAUCHO ENDURECIDO O DE PLASTICO
SUNAT-0141,"COLET, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: TEÑIDO; ACABADO: LAVADO GRAMAJE:40 G/M2 SIN APLICACIONES;SF 2501,2510-2512,2519,2549. MEDIDA:COLET DE POLYESTER;USO:ARTICULOS PARA EL CABELLO;COLET DE POLYESTER DISEÑOS Y COLOR",62171000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6217,SUNAT_ADUANET,hoja=Hoja1; serie=10; fila_inicio=1737; fila_fin=1748; descripcion_partida=DEMAS COMPLEMENTOS DE VESTIR EXCEPTO PARTIDA 6212
SUNAT-0142,"VINCHA, S/M, S/M SF 2529-2536,2541. VINCHA VINCHA DE PLASTICO DISEÑOS Y COLORES VARIADOS ARTICULOS PARA EL CABELLO",96151100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9615,SUNAT_ADUANET,hoja=Hoja1; serie=11; fila_inicio=1749; fila_fin=1760; descripcion_partida=DE CAUCHO ENDURECIDO O DE PLASTICO
SUNAT-0143,"VINCHA, S/M, S/M, TIPO DE TELA: TEJIDO DE TRAMA Y URDIMBRE COMP:100% POLIÉSTER GRADO ELABORACION: TEÑIDO; ACABADO: LAVADO GRAMAJE:40 G/M2 SIN APLICACIONES;SF 2520-2521. MEDIDA:MULTIUSO;USO:ARTICULOS PARA EL CABELLO;VINCHA DE POLEYSER MULTIUSO",62171000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,62,6217,SUNAT_ADUANET,hoja=Hoja1; serie=12; fila_inicio=1761; fila_fin=1772; descripcion_partida=DEMAS COMPLEMENTOS DE VESTIR EXCEPTO PARTIDA 6212
SUNAT-0144,"ADORNO STICKERT, S/M, S/M SF 2516. ADORNO STICKERT ADORNO STICKERT PARA CELULAR SET CARD X 12 UNIDAD ARTICULOS DE USO DOMESTICO SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",39199090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3919,SUNAT_ADUANET,hoja=Hoja1; serie=13; fila_inicio=1773; fila_fin=1792; descripcion_partida=- - Las demás
SUNAT-0145,"Soporte para teléfono móvil,S/M,S/M, ARTICULO COMERCIAL-7X9CM SOPORTE PARA TELÉFONO MÓVIL SL1009-1 PARA USO COMERCIAL PLASTICO",96200000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9620,SUNAT_ADUANET,hoja=Hoja1; serie=1; fila_inicio=1793; fila_fin=1804; descripcion_partida=- De plástico
SUNAT-0146,"Soporte para teléfono móvil,S/M,S/M, ARTICULO COMERCIAL-SOPORTE CON PARLANTE, POWEBANK Y LINTERNA, MEDIDAS 8X13X20CM SOPORTE PARA TELÉFONO MÓVIL SL1009-2 PARA USO COMERCIAL PLASTICO",96200000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9620,SUNAT_ADUANET,hoja=Hoja1; serie=2; fila_inicio=1805; fila_fin=1816; descripcion_partida=- De plástico
SUNAT-0147,"Sombrilla,S/M,S/M, ARTICULO COMERCIAL-SOMBRILLA PARA CUBRIR PARABRISAS, MEDIDAS 70X140X40CM SOMBRILLA YZ1014-1 GRANDE PARA USO COMERCIAL POLIESTER + HIERRO",66019100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,66,6601,SUNAT_ADUANET,"hoja=Hoja1; serie=3; fila_inicio=1817; fila_fin=1828; descripcion_partida=DEMAS PARAGUAS,SOMBRIL.,QUITASOL.C/ASTIL O MANGO TELESCOPICO"
SUNAT-0148,"Sombrilla,S/M,S/M, ARTICULO COMERCIAL-SOMBRILLA PARA CUBRIR PARABRISAS, MEDIDAS 62X125X38CM SOMBRILLA YZ1014-2 CHICA PARA USO COMERCIAL POLIESTER + HIERRO",66019100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,66,6601,SUNAT_ADUANET,"hoja=Hoja1; serie=4; fila_inicio=1829; fila_fin=1840; descripcion_partida=DEMAS PARAGUAS,SOMBRIL.,QUITASOL.C/ASTIL O MANGO TELESCOPICO"
SUNAT-0149,"Almohadilla térmica,S/M,S/M, ARTICULO COMERCIAL - PARA SUBRIR PARABRISAS Almohadilla térmica YZ1014-3 70X1.40CM PARA USO COMERCIAL PLASTICO",66019900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,66,6601,SUNAT_ADUANET,"hoja=Hoja1; serie=5; fila_inicio=1841; fila_fin=1852; descripcion_partida=DEMAS PARAGUAS, SOMBRILLAS, QUITASOLES Y ARTICULOS SIMILARES"
SUNAT-0150,"Almohadilla térmica,S/M,S/M, ARTICULO COMERCIAL - PARA SUBRIR PARABRISAS Almohadilla térmica YZ1014-4 70X145CM PARA USO COMERCIAL PLASTICO",66019900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,66,6601,SUNAT_ADUANET,"hoja=Hoja1; serie=6; fila_inicio=1853; fila_fin=1864; descripcion_partida=DEMAS PARAGUAS, SOMBRILLAS, QUITASOLES Y ARTICULOS SIMILARES"
SUNAT-0151,"Peladora,S/M,S/M, ARTICULO COMERCIAL-MEDIDAS 21X26CM, 5W, 3.7V, 1ERA, INCLUYE CABLE USB PELADORA W107 20X22CM, PARA USO COMERCIAL PLASTICO",82100090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,82,8210,SUNAT_ADUANET,hoja=Hoja1; serie=7; fila_inicio=1865; fila_fin=1876; descripcion_partida=DEMAS APARATOS MECANICOS ACCIONADOS A MANO DE PESO MAX. 10KG
SUNAT-0152,"Absorbedor de cabeza negra,S/M,S/M, ARTICULO COMERCIAL Absorbedor de cabeza negra SE252812 5V-3W PARA USO COMERCIAL PLASTICO",85098090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8509,SUNAT_ADUANET,hoja=Hoja1; serie=8; fila_inicio=1877; fila_fin=1888; descripcion_partida=- - Los demás
SUNAT-0153,"Cubierta del volante,S/M,S/M, ARTICULO COMERCIAL Cubierta del volante NK1021-16 38CM PARA USO COMERCIAL PU",87089400,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,"hoja=Hoja1; serie=9; fila_inicio=1889; fila_fin=1900; descripcion_partida=VOLANTES(TIMONES),COLUMNAS Y CAJAS,DE DIRECCION P'AUTOMOVILE"
SUNAT-0154,"Cubierta del volante,S/M,S/M, ARTICULO COMERCIAL Cubierta del volante NK1021-17 38CM PARA USO COMERCIAL PU",87089400,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,"hoja=Hoja1; serie=10; fila_inicio=1901; fila_fin=1912; descripcion_partida=VOLANTES(TIMONES),COLUMNAS Y CAJAS,DE DIRECCION P'AUTOMOVILE"
SUNAT-0155,"TOMATODO,S/M,S/M, COMPOSIC.:100% POLIPROPILENO,ACABADO:SIN IMPRESION CALIDAD:PRIMERA (Con Resina Virgen),TIPO PROCESO:INYECCION ACCESORIOS:CON ACCESORIOS DIMENSION:900ML",39249000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3924,SUNAT_ADUANET,hoja=Hoja1; serie=11; fila_inicio=1913; fila_fin=1924; descripcion_partida=- Los demas
SUNAT-0156,"TOMATODO,S/M,S/M, COMPOSIC.:100% POLIPROPILENO,ACABADO:SIN IMPRESION CALIDAD:PRIMERA (Con Resina Virgen),TIPO PROCESO:INYECCION ACCESORIOS:CON ACCESORIOS DIMENSION:600ML",39249000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3924,SUNAT_ADUANET,hoja=Hoja1; serie=12; fila_inicio=1925; fila_fin=1936; descripcion_partida=- Los demas
SUNAT-0157,"TOMATODO,S/M,S/M, COMPOSIC.:100% POLIPROPILENO,ACABADO:SIN IMPRESION CALIDAD:PRIMERA (Con Resina Virgen),TIPO PROCESO:INYECCION ACCESORIOS:CON ACCESORIOS DIMENSION:1000ML",39249000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3924,SUNAT_ADUANET,hoja=Hoja1; serie=13; fila_inicio=1937; fila_fin=1948; descripcion_partida=- Los demas
SUNAT-0158,"teclado,S/M,S/M, ARTICULO COMERCIAL - TECLADO CON CABLE USB + TECLADO NUMÉRICO teclado YW1014-5 43.5X12.5CM PARA USO COMERCIAL PLASTICO",84716020,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8471,SUNAT_ADUANET,"hoja=Hoja1; serie=14; fila_inicio=1949; fila_fin=1960; descripcion_partida=- - Teclados, dispositivos por coordenadas X-Y"
SUNAT-0159,"teclado,S/M,S/M, ARTICULO COMERCIAL - SET DE TECLADO INALAMBRICO + MOUSE INALAMBRICO teclado YW1020-10 24.5X15CM PARA USO COMERCIAL PLASTICO",84716020,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8471,SUNAT_ADUANET,"hoja=Hoja1; serie=15; fila_inicio=1961; fila_fin=1972; descripcion_partida=- - Teclados, dispositivos por coordenadas X-Y"
SUNAT-0160,"Mesa,S/M,S/M, ARTICULO COMERCIAL - MEDIDAS 60X60X70CM Mesa YC901-7 60X60CM PARA USO COMERCIAL MADERA+HIERRO",94036000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,94,9403,SUNAT_ADUANET,hoja=Hoja1; serie=16; fila_inicio=1973; fila_fin=1984; descripcion_partida=DEMAS MUEBLES DE MADERA
SUNAT-0161,"Mesa,S/M,S/M, ARTICULO COMERCIAL - MEDIDAS 60X60X70CM Mesa YC901-8 60X60CM PARA USO COMERCIAL MADERA+HIERRO",94036000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,94,9403,SUNAT_ADUANET,hoja=Hoja1; serie=17; fila_inicio=1985; fila_fin=1996; descripcion_partida=DEMAS MUEBLES DE MADERA
