case_id,error_type,error_family,evidence_source,pre_specification_class
DA-EVAL-V02-00207,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00207,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00208,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00208,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00209,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00209,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00210,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00210,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00211,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00211,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00212,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00212,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00213,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00213,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00214,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00214,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00215,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00215,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00216,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00216,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00217,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00217,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00218,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00218,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00218,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00218,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00218,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00219,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00219,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00220,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00220,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00220,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00220,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00220,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00220,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00220,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00221,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00221,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00221,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00221,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00221,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00221,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00222,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00222,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00222,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00222,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00222,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00222,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00222,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00223,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00223,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00223,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00223,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00223,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00223,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00224,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00224,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00224,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00224,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00224,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00224,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00224,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00225,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00225,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00225,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00225,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00225,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00225,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00226,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00226,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00226,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00226,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00226,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00226,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00226,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00227,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00227,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00227,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00227,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00227,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00227,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00228,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00228,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00228,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00228,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00228,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00229,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00229,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00229,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00229,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00229,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00230,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00230,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00230,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00230,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00230,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00231,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00231,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00231,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00231,NORMATIVE_DEEP_ONLY_RECOVERY,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00231,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00232,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00232,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00232,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00232,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00232,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00232,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00232,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00233,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00233,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00233,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00233,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00233,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00233,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00233,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00234,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00234,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00234,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00234,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00234,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00234,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00234,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00235,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00235,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00235,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00235,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00235,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00235,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00235,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00236,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00236,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00236,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00237,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00237,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00237,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00237,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00237,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00237,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00237,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00238,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00238,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00238,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00238,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00238,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00238,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00238,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00239,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00239,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00239,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00239,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00239,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00239,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00239,HE4_LOW_VERIFIABILITY,EXPLANATION_AUDITABILITY,K,TECHNICAL_DERIVED
DA-EVAL-V02-00240,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00240,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00240,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00241,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00241,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00241,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00242,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00242,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00242,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00243,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00243,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00243,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00244,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00244,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00244,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00245,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00245,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00245,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00246,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00246,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00246,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00246,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00247,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00247,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00247,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00247,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00248,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00248,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00248,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00248,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00249,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00249,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00249,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00249,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00250,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00250,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00250,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00250,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00251,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00251,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00251,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00251,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00252,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00252,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00252,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00252,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00253,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00253,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00253,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00253,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00254,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00254,HISTORICAL_TOP3_MISS,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00254,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00254,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00254,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00254,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
DA-EVAL-V02-00254,HIERARCHICAL_SAME_HS4_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00255,HISTORICAL_TOP1_ERROR,HISTORICAL_RETRIEVAL,A,PRE_SPECIFIED
DA-EVAL-V02-00255,NORMATIVE_EARLY_RANK_MISS,NORMATIVE_RETRIEVAL,B,TECHNICAL_DERIVED
DA-EVAL-V02-00255,NORMATIVE_NOT_RECOVERED,NORMATIVE_RETRIEVAL,C,TECHNICAL_DERIVED
DA-EVAL-V02-00255,DENSE_MISS,NORMATIVE_RETRIEVAL,D1a,TECHNICAL_DERIVED
DA-EVAL-V02-00255,POOL_REFERENCE_MISS,NORMATIVE_RETRIEVAL,E,TECHNICAL_DERIVED
