case_id,id_unico,declaracion,serie,query,nandina_ref,partida_ref,sub_partida_ref,clase_ref,reference_code_in_corpus,reference_doc_id,rank_ref,position_bucket,coverage_class,retrieved_count,raw_retrieved_count,raw_repeated_code_count,effective_ranking_has_repeated_codes,top1_code,top1_doc_id,top1_score,reciprocal_rank,method,flag_missing_parent_4d,flag_missing_parent_hs6,flag_missing_both_parents,flag_duplicate_code_documents,flag_generic_or_short_leaf_description,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_50,hit_recall_100,hit_recall_200,exact_at_10,hs6_at_10,hs4_at_10,chapter_at_10,exact_at_50,hs6_at_50,hs4_at_50,chapter_at_50,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200,hierarchical_evidence_class_at_100,hierarchical_evidence_class_at_200
DA-EVAL-V02-00100,118-2026-10-008922-00-7,118-2026-10-008922-00,7,"PANEL ESQ. IZQ. S/HUECO. HN H500 03,S/M,S/M, PANEL ESQ. IZQ. S/HUECO. HN H500 03 SM77-HN500011-L/03924 REPUESTO PARA VEHICULOS",87082990,8708,870829,87,True,NANDINA_87082990,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1061,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00101,118-2026-10-008922-00-70,118-2026-10-008922-00,70,"PARACHOQUE DEL. CAB ANGOSTA. JAC CA,S/M,S/M, PARACHOQUE DEL. CAB ANGOSTA. JAC CAMION D300/D400 2017 SM77-JC10407N/04775 REPUESTO PARA VEHICULOS",87081000,8708,870810,87,True,NANDINA_87081000,141,101-200,101-200,200,364,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00102,118-2026-10-008922-00-73,118-2026-10-008922-00,73,"PANEL DE ESTRIBO DER. JAC CAMION D3,S/M,S/M, PANEL DE ESTRIBO DER. JAC CAMION D300/D400/SD400/SD500/SD800 2017 SM77-JC345010P-R/07447 REPUESTO PARA VEHICULOS",87082990,8708,870829,87,True,NANDINA_87082990,125,101-200,101-200,200,363,0,0,89032200,NANDINA_89032200,22.172975120367905,0.008,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00103,118-2026-10-008922-00-74,118-2026-10-008922-00,74,"PANEL DE ESTRIBO IZQ. JAC CAMION D3,S/M,S/M, PANEL DE ESTRIBO IZQ. JAC CAMION D300/D400/SD400/SD500/SD800 2017 PARACHOQUE DEL. JETOUR X70 2021 REPUESTO PARA VEHICULOS",87082990,8708,870829,87,True,NANDINA_87082990,125,101-200,101-200,200,597,0,0,89032200,NANDINA_89032200,22.172975120367905,0.008,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00104,118-2026-10-008922-00-8,118-2026-10-008922-00,8,"MASCARA MODELO NUEVO. IZ FRR 8TON,S/M,S/M, MASCARA MODELO NUEVO. IZ FRR 8TON SM77-IZFRR/05460 REPUESTO PARA VEHICULOS",87082930,8708,870829,87,True,NANDINA_87082930,174,101-200,101-200,200,363,0,0,89032200,NANDINA_89032200,22.172975120367905,0.005747126436781609,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00105,118-2026-10-008922-00-9,118-2026-10-008922-00,9,"PARACHOUE DEL. MODELO NUEVO ALTA. I,S/M,S/M, PARACHOUE DEL. MODELO NUEVO ALTA. IZ REWARD 800 FRR 2020 ON SM77-IZRW80001/05956 REPUESTO PARA VEHICULOS",87081000,8708,870810,87,True,NANDINA_87081000,176,101-200,101-200,200,848,0,0,89032200,NANDINA_89032200,22.172975120367905,0.005681818181818182,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00106,118-2026-10-009478-00-1,118-2026-10-009478-00,1,"M1,TOYOTA,RAV4 VE:2.0 FULL D-LUX 4X2 MT,2026 CA:SUV,C1:GRIS OSCURO METALICO,CO:GASOLINA,SN:0 NC:4,CC:1987,CH/VIN:JTMW43FVXTD221945,MO:M20AX010781 AS:5,FR:4X2,TT:MEC,PA:4,PM: 127.00@6600.00, ACD,LET,ARA,CLM,BSA,CTC,DAS,EEL,PEL,KM:35.00,TE:ENCENDIDO POR CHISPA LA:4600,AN:1855,AL:16",87032390,8703,870323,87,True,NANDINA_87032390,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1171,1,0,48051900,NANDINA_48051900,37.48642321288124,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,chapter_only,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00107,118-2026-10-010823-00-1,118-2026-10-010823-00,1,"M1,MARCA:JETOUR,MODELO:X50,VE:1.5T 4X2 6DCT LIMITED,AÑO MOD:2026 CH:LVTDB21B2TDB28083,VI:LVTDB21B2TDB28083,MO:SQRE4T15CFSSJ60025,CC:1498,NC:4,CO:GASOLINA,S CA:SUV,MC:JTU,PM:108.00@5500,AS:5,EJ:2,PA:4,FR:4X2,TT:AUT,C1:NEGRO PB:1785,PN:1485,CU:300,LA:4397,AN:1841,AL:1654,NR:4,AR1:18/7,N1:215/55R18,DE:2601 TE:CHI,AC:ACD,BSA,EEL,PEL,TCI,KILOMETRAJE:30, JETOUR BRAND VEHICLES,SD:INDEP DE TIPO MCPHE",87032290,8703,870322,87,True,NANDINA_87032290,0,>200_or_not_retrieved,present_not_recovered_top_200,200,2473,1,0,29314600,NANDINA_29314600,37.84005744556672,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00108,118-2026-10-016753-00-12,118-2026-10-016753-00,12,"L7,MARCA:JUNENG,MODELO:ST200-6,AÑO MOD:2025 CH:H0BSCKL35SH003173,VI:H0BSCKL35SH003173,MO:JN1P63QMK25080080,CC:200,NC:1,CO:GASOLINA,SNT CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:VERDE PB:225,PN:195,CU:30 C2:ANARANJADO,SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,NANDINA_87032100,134,101-200,101-200,200,2012,1,0,38271400,NANDINA_38271400,24.853024003897826,0.007462686567164179,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00109,118-2026-10-016753-00-13,118-2026-10-016753-00,13,"L7,MARCA:JUNENG,MODELO:ST250-7,AÑO MOD:2025 CH:H0BSELL33SH003172,VI:H0BSELL33SH003172,MO:167MMRG083464,CC:200,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:ROJO PB:215,PN:180,CU:35 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,NANDINA_87032100,79,51-100,51-100,200,1904,1,0,29034600,NANDINA_29034600,27.060400104908197,0.012658227848101266,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,exact_recovered,exact_recovered
DA-EVAL-V02-00110,118-2026-10-016753-00-14,118-2026-10-016753-00,14,"L7,MARCA:JUNENG,MODELO:ST250-8,AÑO MOD:2025 CH:H0BSCLL31SH003171,VI:H0BSCLL31SH003171,MO:JN1P70YMM25081866,CC:250,NC:1,CO:GASOLINA,SNT CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:NEGRO PB:245,PN:230,CU:15 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,NANDINA_87032100,87,51-100,51-100,200,1952,1,0,52010020,NANDINA_52010020,22.938122848964753,0.011494252873563218,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,exact_recovered,exact_recovered
DA-EVAL-V02-00111,118-2026-10-016753-00-15,118-2026-10-016753-00,15,"L7,MARCA:JINLONG,MODELO:ST125-3,AÑO MOD:2025 CH:H0BSDFL27SH003174,VI:H0BSDFL27SH003174,MO:154FMI25061439,CC:200,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,AS:1,PA:0,FR:4X4,TT:AUT,C1:AZUL PB:225,PN:195,CU:30 SAC,KILOMETRAJE:1.00, PARA RECREACION FUERA DE LA RED VIAL",87032100,8703,870321,87,True,NANDINA_87032100,122,101-200,101-200,200,1993,1,0,29034600,NANDINA_29034600,34.688732828072176,0.00819672131147541,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00112,118-2026-10-016934-00-1,118-2026-10-016934-00,1,"M1,MARCA:VOLKSWAGEN,MODELO:TIGUAN,VE:TIGUAN LIFE 250TSI,,AÑO MOD:2026 CA:SUV,C1:GRIS PLATINO,CO:GASOLINA,SN:0 NC:4,CC:1395, CH:3VVLP6RM2TM010002, VI:3VVLP6RM2TM010002, MO:DJK345463 AS:5,EJ:2,FR:4X2,TT:AUT,PA:4,PM:110@6000,PB:2110,PN:1570,CU:540 LA:4670,AN:1866,AL:1665,,NR:4,AR1:18/7,N1:235/55R18,DE:2791,",87032290,8703,870322,87,True,NANDINA_87032290,0,>200_or_not_retrieved,present_not_recovered_top_200,200,2285,0,0,29314600,NANDINA_29314600,33.76714831410674,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00113,118-2026-10-016934-00-2,118-2026-10-016934-00,2,"M1,MARCA:VOLKSWAGEN,MODELO:TIGUAN,VE:TIGUAN LIFE 250TSI,,AÑO MOD:2026 CA:SUV,C1:PLATA RURAL,CO:GASOLINA,SN:0 NC:4,CC:1395, CH:3VVLP6RM0TM010662, VI:3VVLP6RM0TM010662, MO:DJK348208 AS:5,EJ:2,FR:4X2,TT:AUT,PA:4,PM:110@6000,PB:2110,PN:1570,CU:540 LA:4670,AN:1866,AL:1665,,NR:4,AR1:18/7,N1:235/55R18,DE:2791,",87032290,8703,870322,87,True,NANDINA_87032290,0,>200_or_not_retrieved,present_not_recovered_top_200,200,2285,0,0,29314600,NANDINA_29314600,33.76714831410674,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00114,118-2026-10-017029-00-1,118-2026-10-017029-00,1,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL28SJ100031,VI:,MO:152FMH25J11162,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,140,101-200,101-200,200,2404,2,0,52010020,NANDINA_52010020,29.833547041365787,0.007142857142857143,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00115,118-2026-10-017029-00-10,118-2026-10-017029-00,10,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL29SJ100040,VI:,MO:152FMH25J11161,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7; INCLUYE ACCESORIOS TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,156,101-200,101-200,200,2861,2,0,52010020,NANDINA_52010020,29.833547041365787,0.00641025641025641,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00116,118-2026-10-017029-00-2,118-2026-10-017029-00,2,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL2XSJ100032,VI:,MO:152FMH25J11163,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2399,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00117,118-2026-10-017029-00-3,118-2026-10-017029-00,3,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL21SJ100033,VI:,MO:152FMH25J11156,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2399,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00118,118-2026-10-017029-00-4,118-2026-10-017029-00,4,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL23SJ100034,VI:,MO:152FMH25J11159,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2399,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00119,118-2026-10-017029-00-5,118-2026-10-017029-00,5,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL25SJ100035,VI:,MO:152FMH25J11160,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:ROJO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2399,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00120,118-2026-10-017029-00-6,118-2026-10-017029-00,6,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL27SJ100036,VI:,MO:152FMH25J11165,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2400,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00121,118-2026-10-017029-00-7,118-2026-10-017029-00,7,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL29SJ100037,VI:,MO:152FMH25J11164,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,140,101-200,101-200,200,2404,2,0,52010020,NANDINA_52010020,29.833547041365787,0.007142857142857143,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00122,118-2026-10-017029-00-8,118-2026-10-017029-00,8,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL20SJ100038,VI:,MO:152FMH25J11158,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AZUL PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,140,101-200,101-200,200,2404,2,0,52010020,NANDINA_52010020,29.833547041365787,0.007142857142857143,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00123,118-2026-10-017029-00-9,118-2026-10-017029-00,9,"L7,MARCA:YONGKANG JINLING,MODELO:JLA-11-09,VE:110CC,AÑO MOD:2025 CH:L6BSCJL22SJ100039,VI:,MO:152FMH25J11157,CC:110,NC:1,CO:GASOLINA,SNTT:1 CA:CUATRIMOTO,MC:YONGKANG JINLING,AS:1,EJ:2,PA:0,FR:4X2,TT:CVT,C1:AMARILLO PB:164,PN:89,CU:75,AR1:16/8,N1:8/00R7 TE:CHI,SAC,KILOMETRAJE:80.00, ALL TERRAIN VEHICLE, USO INFANTIL, MOD.MOTOR:152FMH, MARCA M",87032100,8703,870321,87,True,NANDINA_87032100,141,101-200,101-200,200,2400,2,0,52010020,NANDINA_52010020,29.833547041365787,0.0070921985815602835,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00124,118-2026-10-017375-00-34,118-2026-10-017375-00,34,"CAPOT, S/M, S/M HOOD CAPOT SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082910,8708,870829,87,True,NANDINA_87082910,0,>200_or_not_retrieved,present_not_recovered_top_200,200,260,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00125,118-2026-10-017375-00-35,118-2026-10-017375-00,35,"PARACHOQUE DELANTERO Y POSTERIOR, S/M, S/M FRONT AND REAR BUMPERS PARACHOQUE DELANTERO Y POSTERIOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87081000,8708,870810,87,True,NANDINA_87081000,0,>200_or_not_retrieved,present_not_recovered_top_200,200,260,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00126,118-2026-10-017375-00-36,118-2026-10-017375-00,36,"PUERTAS DE AUTO, SET DE 4 UNT, S/M, S/M CAR DOORS, SET OF 4 UNITS PUERTAS DE AUTO, SET DE 4 UNT SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,NANDINA_87082920,155,101-200,101-200,200,423,0,0,29333600,NANDINA_29333600,35.608588533555505,0.0064516129032258064,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,no_hierarchical_evidence,exact_recovered
DA-EVAL-V02-00127,118-2026-10-017375-00-37,118-2026-10-017375-00,37,"COMPUERTA MALETERA POSTERIOR, S/M, S/M REAR TRUNK DOOR COMPUERTA MALETERA POSTERIOR SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,NANDINA_87082920,0,>200_or_not_retrieved,present_not_recovered_top_200,200,261,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00128,118-2026-10-017375-00-38,118-2026-10-017375-00,38,"TRICO COMPLETO MOTOR Y BRAZOS, S/M, S/M COMPLETE TRICO ENGINE AND ARMS TRICO COMPLETO MOTOR Y BRAZOS SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082920,8708,870829,87,True,NANDINA_87082920,121,101-200,101-200,200,330,0,0,29309080,NANDINA_29309080,28.123591889814964,0.008264462809917356,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,chapter_only,exact_recovered
DA-EVAL-V02-00129,118-2026-10-017375-00-39,118-2026-10-017375-00,39,"MASCARA DELANTERA, S/M, S/M FRONT MASK MASCARA DELANTERA SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089919,8708,870899,87,True,NANDINA_87089919,0,>200_or_not_retrieved,present_not_recovered_top_200,200,260,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00130,118-2026-10-017375-00-40,118-2026-10-017375-00,40,"FRENTE CORTADA, S/M, S/M CUT FRONT FRENTE CORTADA SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87082990,8708,870829,87,True,NANDINA_87082990,0,>200_or_not_retrieved,present_not_recovered_top_200,200,283,0,0,44071300,NANDINA_44071300,33.070975841301745,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00131,118-2026-10-017375-00-41,118-2026-10-017375-00,41,"RADIADOR COMPLETO, S/M, S/M COMPLETE RADIATOR RADIADOR COMPLETO SERIE S/S, AUTOPARTES, CONDICION USADO,USO AUTOMOTRIZ, RESOLUCION 0130-2023/SDC-INDECOPI",87089100,8708,870891,87,True,NANDINA_87089100,0,>200_or_not_retrieved,present_not_recovered_top_200,200,260,0,0,29309080,NANDINA_29309080,28.123591889814964,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
