case_id,id_unico,declaracion,serie,query,nandina_ref,partida_ref,sub_partida_ref,clase_ref,reference_code_in_corpus,reference_doc_id,rank_ref,position_bucket,coverage_class,retrieved_count,top1_code,top1_doc_id,top1_score,reciprocal_rank,method,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_50,hit_recall_100,partida_at_10,partida_at_50,partida_at_100,sub_partida_at_10,sub_partida_at_50,sub_partida_at_100,clase_at_10,clase_at_50,clase_at_100
DA-EVAL-V02-00212,118-2026-10-021719-00-44,118-2026-10-021719-00,44,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ5S1122677,MO:154FMI21E44708 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ5S1122677 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00213,118-2026-10-021719-00-45,118-2026-10-021719-00,45,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ7S1122678,MO:154FMI21E44719 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ7S1122678 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00214,118-2026-10-021719-00-46,118-2026-10-021719-00,46,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ9S1122679,MO:154FMI21E44731 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ9S1122679 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00215,118-2026-10-021719-00-47,118-2026-10-021719-00,47,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ5S1122680,MO:154FMI23E60016 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ5S1122680 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00216,118-2026-10-021719-00-48,118-2026-10-021719-00,48,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ7S1122681,MO:154FMI21E44724 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ7S1122681 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00217,118-2026-10-021719-00-49,118-2026-10-021719-00,49,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ9S1122682,MO:154FMI23E60015 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ9S1122682 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00218,118-2026-10-021719-00-5,118-2026-10-021719-00,5,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM3S1122638,MO:JN1P63QMK3D25107455 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM3S1122638 IN",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,58,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00219,118-2026-10-021719-00-50,118-2026-10-021719-00,50,"L7,MC MOTOR`S,AFF 125 VE:2025,2025 CA:CUATRIMOTO,C1:ROJO,CO:GASOLINA,SN:0 NC:1,CC:125,CH/VIN:L85AG4FJ0S1122683,MO:154FMI21E44716 AS:2,FR:4X2,TT:AUT,PA:1,PM: 5.60@7500.00,PB:236,PN:106,CU:130 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1470,AN:1040,AL:950, NR:4,SC:L85AG4FJ0S1122683 INC",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,64,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00220,118-2026-10-021719-00-51,118-2026-10-021719-00,51,"NEUMATICO DELANTERO,S/M,S/M, NEUMÁTICO DELANTERO DE 10"" (23X7-10) INCLUYE: VASTAGO DE VALVULA, NUCLEO DE VALVULA Y TAPA DE VALVULA, PARA 200CC USO: PARA CUATRIMOTO FRONT TIRE 10"" (23X7-10) INCLUIDE: VALVE STEM, VALVE CORE AND VALVE COVER, FOR 200CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,61,72081010,NANDINA_72081010,28.292687561868266,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00221,118-2026-10-021719-00-52,118-2026-10-021719-00,52,"ARO DELANTERO,S/M,S/M, ARO DELANTERO ALUMINIO 10 4 AGUJEROS, 110 ALUMINIO, PARA 200CC USO: PARA CUATRIMOTO FRONT RIM, ALUMINIUM 10"" 4 HOLES, 110 ALUMINIUM, FOR 200CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,85,28261200,NANDINA_28261200,20.783008318874582,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00222,118-2026-10-021719-00-53,118-2026-10-021719-00,53,"NEUMATICO POSTERIOR,S/M,S/M, NEUMÁTICO POSTERIOR DE 10"" (23X7-10) INCLUYE: VASTAGO DE VALVULA, NUCLEO DE VALVULA Y TAPA DE VALVULA, PARA 200CC USO: PARA CUATRIMOTO REAR TIRE 10"" (23X7-10) INCLUIDE: VALVE STEM, VALVE CORE AND VALVE COVER, FOR 200CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,61,72081010,NANDINA_72081010,28.292687561868266,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00223,118-2026-10-021719-00-54,118-2026-10-021719-00,54,"ARO POSTERIOR,S/M,S/M, ARO POSTERIOR ALUMINIO 10 4 AGUJEROS, 110 ALUMINIO, PARA 200CC USO: PARA CUATRIMOTO REAR RIM, ALUMINIUM 10"" 4 HOLES, 110 ALUMINIUM, FOR 200CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,85,28261200,NANDINA_28261200,20.783008318874582,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00224,118-2026-10-021719-00-55,118-2026-10-021719-00,55,"NEUMATICO DELANTERO,S/M,S/M, NEUMÁTICO DELANTERO DE 8"" (19X7-8) INCLUYE: VASTAGO DE VALVULA, NUCLEO DE VALVULA Y TAPA DE VALVULA, PARA 125CC USO: PARA CUATRIMOTO FRONT TIRE 8"" (19X7-8) INCLUIDE: VALVE STEM, VALVE CORE AND VALVE COVER, FOR 125CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,32,30039010,NANDINA_30039010,8.662729104189992,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00225,118-2026-10-021719-00-56,118-2026-10-021719-00,56,"ARO DELANTERO,S/M,S/M, ARO DELANTERO ALUMINIO 8 4 AGUJEROS, 88 ALUMINIO, PARA 125CC USO: PARA CUATRIMOTO FRONT RIM, ALUMINIUM 8"" 4 HOLES, 88 ALUMINIUM, FOR 125CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,56,28261200,NANDINA_28261200,20.783008318874582,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00226,118-2026-10-021719-00-57,118-2026-10-021719-00,57,"NEUMATICO POSTERIOR,S/M,S/M, NEUMÁTICO POSTERIOR DE 8"" (18X9,50-8) INCLUYE: VASTAGO DE VALVULA, NUCLEO DE VALVULA Y TAPA DE VALVULA, PARA 125CC USO: PARA CUATRIMOTO REAR TIRE 8"" (18X9,50-8) INCLUIDE: VALVE STEM, VALVE CORE AND VALVE COVER, FOR 125CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,53,85017200,NANDINA_85017200,16.591876206322826,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00227,118-2026-10-021719-00-58,118-2026-10-021719-00,58,"ARO POSTERIOR,S/M,S/M, ARO POSTERIOR ALUMINIO 8 4 AGUJEROS, 110 ALUMINIO, PARA 125CC USO: PARA CUATRIMOTO REAR RIM, ALUMINIUM 8"" 4 HOLES, 110 ALUMINIUM, FOR 125CC",87087010,8708,870870,87,True,NANDINA_87087010,0,>50_or_not_retrieved,present_not_recovered_top_50,56,28261200,NANDINA_28261200,20.783008318874582,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00228,118-2026-10-021719-00-6,118-2026-10-021719-00,6,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM5S1122639,MO:JN1P63QMK3D25111890 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM5S1122639 IN",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,58,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00229,118-2026-10-021719-00-7,118-2026-10-021719-00,7,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM1S1122640,MO:JN1P63QMK3D25060830 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM1S1122640 IN",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,58,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00230,118-2026-10-021719-00-8,118-2026-10-021719-00,8,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:NEGRO,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM3S1122641,MO:JN1P63QMK3D25060840 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM3S1122641 IN",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,58,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00231,118-2026-10-021719-00-9,118-2026-10-021719-00,9,"L7,MC MOTOR`S,AFX 200L VE:2025,2025 CA:CUATRIMOTO,C1:GRIS,CO:GASOLINA,SN:0 NC:1,CC:180,CH/VIN:L85AG4FM5S1122642,MO:JN1P63QMK3D25060838 AS:2,FR:4X2,TT:AUT,PA:1,PM: 11.20@7500.00,PB:383,PN:203,CU:180 SAC,KM:1.00,TE:ENCENDIDO POR CHISPA LA:1895,AN:1080,AL:1110, NR:4,SC:L85AG4FM5S1122642 IN",87032100,8703,870321,87,True,NANDINA_87032100,0,>50_or_not_retrieved,present_not_recovered_top_50,51,84213100,NANDINA_84213100,16.431811858585938,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00232,118-2026-10-025850-00-16,118-2026-10-025850-00,16,"PISTON GAS SPRING DE 25KG DE 4, S/M, S/M GAS SPRING MOLA GAS FL-25KG 440MM USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,53,27050000,NANDINA_27050000,31.811249934548865,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00233,118-2026-10-025850-00-17,118-2026-10-025850-00,17,"PISTON GAS SPRING DE 25KG DE 3, S/M, S/M GAS SPRING MOLA GAS FL-25KG 390MM USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,53,27050000,NANDINA_27050000,31.811249934548865,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00234,118-2026-10-025850-00-18,118-2026-10-025850-00,18,"PISTON GAS SPRING DE 42KG, S/M, S/M GAS SPRING YQ8-18-165-424 420N USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,62,27050000,NANDINA_27050000,21.20749995636591,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00235,118-2026-10-025850-00-19,118-2026-10-025850-00,19,"PISTON GAS SPRING DE 60KG, S/M, S/M GAS SPRING MOLA GAS FL-60KG USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,53,27050000,NANDINA_27050000,31.811249934548865,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00236,118-2026-10-025850-00-2,118-2026-10-025850-00,2,"KIT DE LPB MODELO IRIZAR, S/M, S/M WIPER DS-WP-001 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,32,30039010,NANDINA_30039010,8.662729104189992,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00237,118-2026-10-025850-00-20,118-2026-10-025850-00,20,"PISTON GAS SPRING DE 80KG, S/M, S/M GAS SPRING MOLA GAS FL-80KG USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,53,27050000,NANDINA_27050000,31.811249934548865,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00238,118-2026-10-025850-00-21,118-2026-10-025850-00,21,"PISTON PARA PASAJERO 40KG ALT., S/M, S/M GAS SPRING 27133948 40KGS USO PARA BUS",87088020,8708,870880,87,True,NANDINA_87088020,0,>50_or_not_retrieved,present_not_recovered_top_50,53,27050000,NANDINA_27050000,10.603749978182956,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00239,118-2026-10-025850-00-27,118-2026-10-025850-00,27,"CINTURON 3 PUNTAS PARA CHOFER, S/M, S/M SAFETY BELT DSMC-001 USO PARA BUS",87082100,8708,870821,87,True,NANDINA_87082100,0,>50_or_not_retrieved,present_not_recovered_top_50,39,82055930,NANDINA_82055930,10.988949208231416,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00240,118-2026-10-025850-00-28,118-2026-10-025850-00,28,"CORTA CORRIENTE 24V., S/M, S/M MAIN SWITCH DK231 24V USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,48,38248900,NANDINA_38248900,9.887125644857889,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00241,118-2026-10-025850-00-29,118-2026-10-025850-00,29,"CHAPA DE GABETA METAL NEGRO, S/M, S/M LOCKS DS-LK-001 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,81,07133311,NANDINA_07133311,11.924586835072292,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DA-EVAL-V02-00242,118-2026-10-025850-00-3,118-2026-10-025850-00,3,"KIT DE LPB MODELO VEGUZTI, S/M, S/M WIPER DS-WP-002 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,32,30039010,NANDINA_30039010,8.662729104189992,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00243,118-2026-10-025850-00-30,118-2026-10-025850-00,30,"CHAPA HAGA, S/M, S/M LOCKS GF0631 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,32,30039010,NANDINA_30039010,8.662729104189992,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00244,118-2026-10-025850-00-4,118-2026-10-025850-00,4,"RADIO/EVAPORADOR DE AIRE 3 SAL, S/M, S/M WIND OUTLET DS405 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,45,16041330,NANDINA_16041330,12.198020129848027,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00245,118-2026-10-025850-00-5,118-2026-10-025850-00,5,"REJILLA CIRCULAR PEQUEÑO, S/M, S/M WIND OUTLET S60 USO PARA BUS",87089999,8708,870899,87,True,NANDINA_87089999,0,>50_or_not_retrieved,present_not_recovered_top_50,47,84212940,NANDINA_84212940,9.295467400762258,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00246,118-2026-10-027647-00-1,118-2026-10-027647-00,1,"M1,MARCA:CHEVROLET,MODELO:CAPTIVA,VE:1.5T PRIME AT 3F,AÑO MOD:2026 CH:LZWADAGA8TB013680,VI:LZWADAGA8TB013680,MO:LJO18S71620490,CC:1451,NC:4,CO:GASOLINA,SNTT: CA:SUV,PM:111.00@5200,AS:7,EJ:2,PA:6,FR:4X2,TT:CVT,C1:GRIS TUNGSTENO MET PB:2160,PN:1589,CU:571,LA:4710,AN:1835,AL:1750,NR:4,AR1:18/7,N1:215/55R18,DE:2750 TE:CHI,AC:ACD,ARA,ASE,BSA,CRT,CTC,DAS,EAV,EEL,LET,PEL,TCH,KILOMETRAJE:15, PAGO A 100 DIAS",87032290,8703,870322,87,True,NANDINA_87032290,0,>50_or_not_retrieved,present_not_recovered_top_50,59,28499010,NANDINA_28499010,11.480983846748462,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DA-EVAL-V02-00247,118-2026-10-027647-00-2,118-2026-10-027647-00,2,"M1,MARCA:CHEVROLET,MODELO:CAPTIVA,VE:1.5T PRIME AT 3F,AÑO MOD:2026 CH:LZWADAGA8TB013694,VI:LZWADAGA8TB013694,MO:LJO18S71620644,CC:1451,NC:4,CO:GASOLINA,SNTT: CA:SUV,PM:111.00@5200,AS:7,EJ:2,PA:6,FR:4X2,TT:CVT,C1:GRIS TUNGSTENO MET PB:2160,PN:1589,CU:571,LA:4710,AN:1835,AL:1750,NR:4,AR1:18/7,N1:215/55R18,DE:2750 TE:CHI,AC:ACD,ARA,ASE,BSA,CRT,CTC,DAS,EAV,EEL,LET,PEL,TCH,KILOMETRAJE:15",87032290,8703,870322,87,True,NANDINA_87032290,0,>50_or_not_retrieved,present_not_recovered_top_50,32,28499010,NANDINA_28499010,11.480983846748462,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00248,118-2026-10-027647-00-3,118-2026-10-027647-00,3,"M1,MARCA:CHEVROLET,MODELO:CAPTIVA,VE:1.5T PRIME AT 3F,AÑO MOD:2026 CH:LZWADAGA9TB013686,VI:LZWADAGA9TB013686,MO:LJO18S71620321,CC:1451,NC:4,CO:GASOLINA,SNTT: CA:SUV,PM:111.00@5200,AS:7,EJ:2,PA:6,FR:4X2,TT:CVT,C1:GRIS TUNGSTENO MET PB:2160,PN:1589,CU:571,LA:4710,AN:1835,AL:1750,NR:4,AR1:18/7,N1:215/55R18,DE:2750 TE:CHI,AC:ACD,ARA,ASE,BSA,CRT,CTC,DAS,EAV,EEL,LET,PEL,TCH,KILOMETRAJE:15",87032290,8703,870322,87,True,NANDINA_87032290,0,>50_or_not_retrieved,present_not_recovered_top_50,32,28499010,NANDINA_28499010,11.480983846748462,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00249,118-2026-10-027647-00-4,118-2026-10-027647-00,4,"M1,MARCA:CHEVROLET,MODELO:CAPTIVA,VE:1.5T PRIME AT 3F,AÑO MOD:2026 CH:LZWADAGA9TB013705,VI:LZWADAGA9TB013705,MO:LJO18S71620367,CC:1451,NC:4,CO:GASOLINA,SNTT: CA:SUV,PM:111.00@5200,AS:7,EJ:2,PA:6,FR:4X2,TT:CVT,C1:GRIS TUNGSTENO MET PB:2160,PN:1589,CU:571,LA:4710,AN:1835,AL:1750,NR:4,AR1:18/7,N1:215/55R18,DE:2750 TE:CHI,AC:ACD,ARA,ASE,BSA,CRT,CTC,DAS,EAV,EEL,LET,PEL,TCH,KILOMETRAJE:15",87032290,8703,870322,87,True,NANDINA_87032290,0,>50_or_not_retrieved,present_not_recovered_top_50,32,28499010,NANDINA_28499010,11.480983846748462,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
DA-EVAL-V02-00250,118-2026-10-027647-00-5,118-2026-10-027647-00,5,"M1,MARCA:CHEVROLET,MODELO:CAPTIVA,VE:1.5T PRIME AT 3F,AÑO MOD:2026 CH:LZWADAGAXTB013678,VI:LZWADAGAXTB013678,MO:LJO18S71620341,CC:1451,NC:4,CO:GASOLINA,SNTT: CA:SUV,PM:111.00@5200,AS:7,EJ:2,PA:6,FR:4X2,TT:CVT,C1:GRIS TUNGSTENO MET PB:2160,PN:1589,CU:571,LA:4710,AN:1835,AL:1750,NR:4,AR1:18/7,N1:215/55R18,DE:2750 TE:CHI,AC:ACD,ARA,ASE,BSA,CRT,CTC,DAS,EAV,EEL,LET,PEL,TCH,KILOMETRAJE:15",87032290,8703,870322,87,True,NANDINA_87032290,0,>50_or_not_retrieved,present_not_recovered_top_50,32,28499010,NANDINA_28499010,11.480983846748462,0.0,normative_bm25_flat_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
