case_id,reference_nandina_for_evaluation,top3_codes,top3_contains_reference,top1_has_exact_evidence,top2_has_exact_evidence,top3_has_exact_evidence,exact_evidence_candidates,hs6_evidence_candidates,hs4_evidence_candidates,chapter_evidence_candidates,precedent_coverage_candidates,traceability_complete_candidates
DA-EVAL-V02-00275,87082910,87082990|87082920|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00276,87082910,87149400|87082990|87141090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00277,87082910,87082990|87082910|87089919,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00278,87082910,87082930|87082920|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00279,87082910,87081000|87082910|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00280,87082910,87081000|87082990|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00281,87082910,87089931|87082100|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00282,87082910,87082990|87141090|87149900,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00283,87082910,87082920|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00284,87038090,87038090|87032290|87032100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00285,87038090,87032390|87032100|87038090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00286,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00287,87032310,87032390|87032290|87038090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00288,87081000,87081000|87089400|87084010,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00289,87081000,87081000|87141090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00290,87082930,87082930|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00291,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00292,87082920,87082920|87081000|87089100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00293,87081000,87081000|87082920|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00294,87081000,87081000|87082920|87089100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00295,87082920,87082920|87081000|87089100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00296,87082920,87081000|87082920|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00297,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00298,87082920,87082920|87081000|87089100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00299,87082930,87082930|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00300,87082920,87082920|87081000|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00301,87082920,87082920|87081000|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00302,87082920,87082920|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00303,87089100,87089100|87089999|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00304,87082930,87081000|87089999|87168090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00305,87082930,87082920|87082930|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00306,87082930,87082930|87089400|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00307,87082920,87082920|87081000|87084010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00308,87082920,87082920|87081000|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00309,87082920,87082920|87081000|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00310,87082920,87082920|87081000|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00311,87082920,87082920|87081000|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00312,87082920,87082920|87081000|87084010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00313,87082930,87082990|87082930|87089919,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00314,87081000,87081000|87079090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00315,87081000,87081000|87089999|87149300,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00316,87081000,87081000|87079090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00317,87081000,87081000|87089999|87149300,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00318,87081000,87081000|87083029|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00319,87081000,87081000|87089999|87149300,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00320,87081000,87081000|87083029|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00321,87081000,87081000|87089999|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00322,87082920,87082920|87081000|87099000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00323,87082920,87082920|87081000|87099000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00324,87082920,87082920|87081000|87083024,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00325,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00326,87082920,87082920|87081000|87089929,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00327,87082920,87082920|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00328,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00329,87082920,87089400|87089999|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00330,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00331,87082920,87082920|87081000|87089400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00332,87081000,87081000|87141090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00333,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00334,87082920,87082920|87081000|87083025,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00335,87082910,87082910|87081000|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00336,87082910,87082910|87082920|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00337,87082920,87082920|87089999|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00338,87082920,87082920|87089999|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00339,87082910,87082910|87082920|87082930,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00340,87082920,87082920|87089999|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00341,87082910,87082910|87082920|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00342,87082910,87082910|87089929|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00343,87081000,87081000|87083029|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00344,87082910,87082910|87082920|87082930,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00345,87082920,87082920|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00346,87082910,87082910|87099000|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00347,87082920,87082920|87081000|87099000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00348,87082920,87082920|87081000|87099000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00349,87081000,87081000|87089999|87088010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00350,87082920,87082920|87082990|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00351,87082930,87082930|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00352,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00353,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00354,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00355,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00356,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00357,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00358,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00359,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00360,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00361,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00362,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00363,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00364,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00365,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00366,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00367,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00368,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00369,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00370,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00371,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00372,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00373,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00374,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00375,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00376,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00377,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00378,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00379,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00380,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00381,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00382,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00383,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00384,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00385,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00386,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00387,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00388,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00389,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00390,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00391,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00392,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00393,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00394,87032100,87042110|87032290|87046090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00395,87089999,87085011|87079090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00396,87089400,87089400|87089100|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00397,87084090,87083029|87083021|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00398,87082920,87082920|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00399,87089999,87079090|87089100|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00400,87081000,87089921|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00401,87082910,87082910|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00402,87082920,87089921|87089999|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00403,87082920,87082920|87082990|87085011,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00404,87082100,87082100|87089921|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00405,87082990,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00406,87089999,87089921|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00407,87082920,87099000|87082920|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00408,87089100,87089100|87089400|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00409,87089999,87079090|87082990|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00410,87085011,87079090|87085011|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00411,87085011,87079090|87085011|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00412,87085011,87079090|87085011|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00413,87089999,87089100|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00414,87089200,87089200|87089100|87089400,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00415,87089999,87079090|87082990|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00416,87089999,87085011|87079090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00417,87085011,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00418,87088090,87079090|87082990|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00419,87089950,87149900|87089950|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00420,87089999,87084010|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00421,87089999,87082930|87079090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00422,87082940,87082990|87085011|87089100,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00423,87142000,87011000|87082990|87085011,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00424,87089929,87089921|87089929|87089100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00425,87089999,87089921|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00426,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00427,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00428,87085011,87079090|87085011|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00429,87085011,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00430,87089999,87089100|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00431,87089950,87149900|87089950|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00432,87081000,87089921|87089999|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00433,87082930,87082930|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00434,87088090,87079090|87082990|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00435,87089999,87079090|87085011|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00436,87085011,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00437,87089200,87089200|87089100|87089400,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00438,87089999,87085011|87079090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00439,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00440,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00441,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00442,87079090,87085011|87079090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00443,87082920,87082920|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00444,87089100,87089100|87089400|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00445,87089999,87079090|87082990|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00446,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00447,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00448,87089999,87089939|87087010|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00449,87089999,87089400|87089999|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00450,87089999,87089911|87141090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00451,87089399,87084090|87089400|87084010,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00452,87085019,87089999|87089400|87089939,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00453,87089999,87089999|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00454,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00455,87082990,87089999|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00456,87083021,87083021|87089999|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00457,87089950,87089999|87082990|87089399,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00458,87088020,87088020|87089999|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00459,87089999,87085021|87089999|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00460,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00461,87082930,87083029|87089391|87083025,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00462,87082910,87082990|87082930|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00463,87089999,87089999|87083029|87149900,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00464,87089999,87089399|87089400|87083029,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00465,87089391,87089399|87089400|87089391,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00466,87089391,87089310|87089399|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00467,87089999,87089400|87089939|87089932,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00468,87089999,87099000|87089999|87089400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00469,87089999,87089999|87083029|87084090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00470,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00471,87082930,87083010|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00472,87089999,87082990|87089999|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00473,87082990,87089999|87088020|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00474,87083029,87089999|87088020|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00475,87082930,87089999|87083029|87083025,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00476,87089999,87089400|87089999|87088020,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00477,87089999,87082920|87089999|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00478,87089999,87088020|87089999|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00479,87089100,87082990|87089999|87168090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00480,87089999,87089999|87087020|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00481,87089100,87089999|87088020|87089100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00482,87089999,87089999|87141090|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00483,87085019,87089999|87089400|87089939,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00484,87089999,87089400|87082990|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00485,87082930,87089999|87088020|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00486,87089999,87089400|87089999|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00487,87085019,87089999|87088020|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00488,87089999,87089999|87083029|87084090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00489,87089391,87089391|87089999|87089399,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00490,87085019,87089400|87087020|87089939,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00491,87082990,87082920|87089999|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00492,87089999,87089999|87089950|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00493,87089999,87082930|87082920|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00494,87082990,87082930|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00495,87082990,87083029|87089999|87149900,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00496,87089999,87082990|87089999|87149900,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00497,87082930,87089999|87088020|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00498,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00499,87082990,87082990|87141090|87089399,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00500,87032390,87032290|87034090|87032100,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00501,87032390,87032290|87032410|87032100,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00502,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00503,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00504,87083029,87083010|87083029|87149900,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00505,87083029,87149900|87083010|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00506,87089999,87149900|87082990|87089399,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00507,87089999,87149900|87089999|87089399,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00508,87089999,87089999|87081000|87083022,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00509,87089999,87084090|87089999|87082940,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00510,87082990,87088020|87082100|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00511,87089929,87089929|87149400|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00512,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00513,87089999,87149900|87149400|87149300,0,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00514,87089999,87149900|87089999|87089399,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00515,87089999,87089999|87099000|87032100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00516,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00517,87089999,87089999|87088020|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00518,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00519,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00520,87089999,87089399|87088010|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00521,87089999,87089399|87149400|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00522,87089999,87089399|87084010|87085019,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00523,87089999,87149900|87141090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00524,87089999,87141090|87083029|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00525,87089999,87141090|87149400|87083029,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00526,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00527,87089929,87089929|87149400|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00528,87089929,87089929|87149400|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00529,87089999,87149900|87083010|87083029,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00530,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00531,87089999,87089999|87149900|87089400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00532,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00533,87089999,87089999|87088020|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00534,87089999,87084010|87083029|87083010,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00535,87083029,87083010|87149900|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00536,87083029,87083010|87149900|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00537,87083029,87149900|87083029|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00538,87089999,87084010|87083029|87083010,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00539,87089999,87083010|87083029|87149900,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00540,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00541,87083029,87083010|87083029|87149900,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00542,87083029,87083029|87149900|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00543,87089999,87088020|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00544,87081000,87149900|87081000|87089999,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00545,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00546,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00547,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00548,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00549,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00550,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00551,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
